,smiles,logP
12616,CC(S)Cl,1.6
12617,CCCCCCC[O-],4.0
12618,CCOPCOC,0.3
12619,CC(C)CC=C,2.7
12620,C(PCCl)Cl,1.3
12621,CC=II,1.3
12622,[3H]C([3H])(CO)NC([3H])([3H])CO,-1.4
12623,C(N)OCN=O,-1.3
12624,C1=NPN=P1,-0.1
12625,C[C@H]([C@@H](O)I)O,0.1
12626,[2H]C([2H])([2H])S(=O)C,-0.6
12627,C1CNC1Cl,0.7
12628,CP(C)CSC,0.7
12629,CNCCOP,-0.5
12630,[C@@H]([C@H](F)Cl)(F)Cl,2.4
12631,CCC[C@H](CO)O,0.2
12632,CCOOC(C)O,0.3
12633,C[C@H]([C@@H](C)S)S,1.7
12634,C1CSO[CH]1,0.6
12635,[2H]C([2H])(C([2H])([2H])C([2H])([2H])O[2H])C([2H])([2H])O[2H],-0.8
12636,C([37Cl])[37Cl],1.5
12637,C(OO)(OO)OO,-1.4
12638,C(C(CO)CO)[NH3+],-1.8
12639,CCC[CH-]C(C)C,3.7
12640,C(C(I)I)(O)O,0.8
12641,C[P+](F)(F)F,1.6
12642,C[CH+]C(C)CN,1.0
12643,[CH]C(CC([CH])N)N,-0.4
12644,C1CSCC[SH+]1,1.3
12645,C[P-][IH+],0.8
12646,C(CBr)ON,0.1
12647,C=COCI,1.6
12648,COP(CCl)O,0.2
12649,[2H]C([2H])(CC(C([2H])([2H])O)O)O,-1.4
12650,C[S+](CO)CO,-0.3
12651,[3H]I([3H])C,1.5
12652,COCONOC,-0.2
12653,C[C@H](CO)NC,-0.5
12654,CCN(CC)NN,0.0
12655,C[C@H]([C@@H](C)Br)Cl,2.4
12656,CC(CSCl)Br,2.4
12657,C1=CSC=N1,0.4
12658,CC(O)(O)Cl,-0.1
12659,C1SCSSS1,2.0
12660,CCCC[C-](C)CC,4.3
12661,CC(CS)Br,1.7
12662,CSSC=O,0.7
12663,C(/C=C\C[NH3+])[NH3+],-1.3
12664,CC[NH2+]CCCC[NH3+],-0.1
12665,CC[C@H](CN)O,-0.4
12666,CCCNCS,1.1
12667,[CH2][80Br],1.0
12668,C[C@H]([C@@H](C)Cl)N,0.7
12669,C(/C=C\I)Cl,2.0
12670,CC(C)NNNC,0.1
12671,CCC(S)(S)S,2.1
12672,[2H][C](Br)Br,1.8
12673,CCC1C[CH]C1,3.0
12674,C([C@H](CCl)O)O,-0.5
12675,C(CNBr)CBr,1.4
12676,[2H]C1(C(C(N(C1([2H])[2H])C)([2H])[2H])([2H])[2H])[2H],0.9
12677,[2H]C1(C(C(C1([2H])[2H])([2H])C([2H])([2H])O)([2H])[2H])[2H],0.8
12678,[2H]C1(C(O1)CCl)[2H],0.5
12679,[2H]C([2H])(C=CCC)O,0.9
12680,CPNI,0.0
12681,C(C(F)Br)Br,2.3
12682,CCCCN(C)Br,2.0
12683,C(=O)OBr,1.1
12684,CC[C@H](CI)N,1.3
12685,C(Br)(Br)I,2.7
12686,CC(O)OCS,0.3
12687,CPC(F)(F)F,1.1
12688,CSP(Br)Br,2.3
12689,C(CCO)CCO,-0.1
12690,CSSOS,1.4
12691,COCCC=O,-0.5
12692,CCSCOS,1.7
12693,CCP([O-])[O-],-0.8
12694,CP(O)Cl,0.2
12695,CCNN(C)O,-0.1
12696,CC1=NN=N[N-]1,-0.7
12697,C1CC[N]CC1,0.8
12698,COCCOC[CH],0.3
12699,C1COOCO1,-0.2
12700,C(CPCCO)O,-1.4
12701,C1OC(O1)I,0.7
12702,[CH][NH+]([CH])C[NH+]([CH])[CH],0.4
12703,COCCC[CH2],1.7
12704,CCCCCCC[OH2+],2.7
12705,CC([C+](C)C)N,1.0
12706,CCC(O)SCl,1.6
12707,C(CNN)CF,-0.2
12708,CCC[CH+]CN,1.5
12709,[CH2]CCCCF,2.3
12710,C(COON)OON,-1.5
12711,CCNC(C)CO,-0.1
12712,CCCSOSC,1.9
12713,C(=S)Br,1.4
12714,[2H]C1(CC(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H],3.4
12715,CC(C)NCF,1.0
12716,CCC[CH+]CCC,4.4
12717,CC(C)(C)OCl,1.8
12718,CCC[NH+](C)[CH2-],1.2
12719,[CH2]CCC(CO)O,0.2
12720,[2H]C(OC)(OC)OC,0.2
12721,C(N=NCO)O,-0.9
12722,CCC(CBr)F,2.3
12723,CC(C)CC[CH],3.2
12724,C[C@H](CCCN)S,0.7
12725,C([C@@H](CBr)F)O,0.7
12726,CCNCC(Br)Br,1.8
12727,CN(C)CCON,-0.6
12728,CCC[C@H](CS)N,0.9
12729,[2H][C@](C)(CC)CCl,2.5
12730,CC=CCCN,0.6
12731,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])OC([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],3.2
12732,C1COC1I,1.0
12733,CCCC(CCC)[NH3+],1.9
12734,[3H]C(C)(CC)CC,3.2
12735,CCCC[C@@H](C)N,1.5
12736,[2H]C1(C(C(C(C1([2H])[2H])([2H])[2H])([2H])[2H])([2H])[2H])[2H],3.0
12737,CCCOI(O)O,0.9
12738,CCCNP,0.6
12739,COP(OC)OC,0.1
12740,CCNSC=O,0.4
12741,C[C@H](COC)O,-0.2
12742,C=CCPOS,1.1
12743,CC/C=C\CS,1.8
12744,CC(C)CCN,1.0
12745,C[C@H](CS)I,2.1
12746,CCOP(N)N,-1.1
12747,CC(C)OCC[18F],1.2
12748,C(COOOO)OO,-1.0
12749,C(CF)OCCBr,1.2
12750,C[P]P(C)C,-0.2
12751,[2H]C([2H])(CCCC)N,1.5
12752,CCCC[NH2+]CC[NH3+],0.1
12753,CC(SC)SO,1.2
12754,CCN(CCN)N,-1.1
12755,C1=NN=NP1,0.3
12756,C1CCC[CH]CC1,4.0
12757,C(CS)S,0.8
12758,C(C([NH3+])O)SP,-1.1
12759,COC[I-]C,1.5
12760,CSC(N)NI,0.1
12761,C1C[N]CCN1,-1.5
12762,[2H]C([2H])([2H])OCCCC,1.7
12763,CCC[NH2+]CCC[NH3+],0.1
12764,CCC(N)NO,-0.6
12765,CN(C)CCBr,1.0
12766,C[C@H](COC)NC,0.1
12767,CCCSN=C,2.9
12768,C(=O)([ClH+])Cl,1.8
12769,CC(C)NCO,0.0
12770,[CH]COCCO,-0.3
12771,CCC(N)ON,-0.6
12772,CCNCCCCN,-0.1
12773,[13CH](F)(F)Cl,1.8
12774,C(=C\NI)\N,0.0
12775,C[C@@H]([C@H](C)Cl)O,1.0
12776,C1CCNCNC1,0.1
12777,CC(C)C(N)S,1.1
12778,C[C@H](CCBr)S,2.1
12779,CC[C+]1CCC1,3.0
12780,C1=[C]C=NN=N1,-0.7
12781,CCC(C[O])O,-0.2
12782,CCCCC=N,1.2
12783,C(O)(O)(P)S,-1.0
12784,C(CS)NS,0.6
12785,[3H]P(=S)(C)[N],0.3
12786,C(NO)Br,0.2
12787,C(N)(N)Cl,-0.8
12788,C1=CN=CC=N1,-0.2
12789,CCCC[NH+]=O,0.8
12790,CC(C)SCN,0.8
12791,C[C@H](CCN)CN,-0.5
12792,CCCC[CH]CCC,3.9
12793,C(C(Br)Br)(F)Br,3.2
12794,[2H]S(CC)(CC)CC,2.0
12795,CC(C)C[15N](C)C,1.0
12796,C1CCCCCCCCCC1,6.2
12797,CC(C)P=C,1.1
12798,CC(P)Cl,1.0
12799,CC(C)CO[CH],1.4
12800,C(CF)C(F)F,1.8
12801,CC(C)CCOC,1.8
12802,CCCNC[CH2],1.1
12803,C([C@@H](CBr)O)N,-0.6
12804,CSOON,-0.2
12805,C[C@@H]([C@H](C)F)N,0.5
12806,C1=CN=PP=C1,-1.0
12807,CN[I-]O,-0.3
12808,C[C@H](CCF)I,2.5
12809,CI(O)I,1.7
12810,CC(C)(Cl)Br,2.3
12811,CCC[C]CCC,4.4
12812,CCOI,1.3
12813,[CH]=CCCI,2.6
12814,C1PPCPP1,-0.6
12815,CC(C)C[O+]=C,2.4
12816,CCCC=CC,2.6
12817,C([C@H](F)Cl)F,1.7
12818,C(C(Cl)I)I,2.7
12819,C1=NN=CN=N1,-1.4
12820,COC(OC)Cl,0.8
12821,CC(C(C)Br)Br,2.6
12822,C(CI)SI,2.8
12823,CCCCN(C)[CH2-],1.7
12824,CCC(CC)CS,2.6
12825,CC(C)CCC[18F],2.6
12826,C[P+](C)(C)CBr,0.8
12827,CCC(C)NNN,0.1
12828,C([C]=O)I,0.4
12829,[2H]C([2H])([2H])CNCN=O,-0.4
12830,CC(C)C(C)F,2.3
12831,CNNNCCN,-1.6
12832,CC([CH2])CSC,2.2
12833,C(O)O[PH+]=O,-0.9
12834,CCCCCCl,2.6
12835,[CH]C/C=C\C[CH],2.5
12836,C(C(NO)O)N,-2.2
12837,CC[C@H](C)C(C)C,3.4
12838,C1CPCCN1,-0.7
12839,[CH2]CCC1CC1,3.0
12840,CCCCCOP,1.7
12841,CCCCCSN,1.5
12842,CCN[C@H](C)CO,-0.1
12843,CSN([O-])SC,0.6
12844,CCCSNCC,1.5
12845,CSOCP,0.3
12846,CC(CBr)S,1.7
12847,CSN=NN,0.7
12848,CC(C(C)Br)N,0.9
12849,CCCCCSCl,3.0
12850,C[C@H](CCS)O,0.6
12851,CC(C)PP,0.6
12852,COCC(F)F,0.9
12853,CSCCCCBr,2.3
12854,COCCN=O,-0.6
12855,COCOCN,-0.8
12856,C(/C=C/F)Cl,1.2
12857,C(C(N)ON)O,-2.1
12858,C([14CH2]Br)O,0.2
12859,[2H]S(=O)OC,-0.1
12860,C(C(CI)Cl)N,1.0
12861,C(CCCI)CCO,2.9
12862,CCNC(C)O,0.0
12863,CCOCCl,1.1
12864,C[P+](=O)I,0.0
12865,CC(C)CCNC,1.5
12866,C[CH]C(C)(C)[CH]C,3.6
12867,CCCN(C)CN,0.3
12868,CN(O)Cl,0.1
12869,C1[CH]SSCS1,1.4
12870,CPOCl,0.8
12871,C(O)[PH+](O)[O-],-1.7
12872,C[C@H](CCO)SC,1.0
12873,CSCCCO,0.5
12874,CSC(CO)F,0.7
12875,CCNCCSS,0.9
12876,CCNCNNC,-0.4
12877,CCSN(S)S,2.0
12878,CNSSSN,0.4
12879,CSC(O)Cl,1.0
12880,CC(C)[C+](C)C[CH2-],3.4
12881,[2H][13C]([2H])([2H])[13C](=S)N,-0.3
12882,CC(F)P,0.8
12883,C(CNCO)NCO,-1.8
12884,[2H]C([2H])([2H])CNCCCCC,2.0
12885,CCSCO,0.7
12886,C([CH]Cl)Cl,1.5
12887,CCC(C)(C)[CH2-],3.0
12888,[CH2-][NH2+]CC1CC1,0.5
12889,CCCCCCP[O-],1.7
12890,C(CO)NCCI,0.2
12891,CSCCOCCl,1.4
12892,CCPCS,0.7
12893,CC(CCO)CCO,0.3
12894,C[C@H](Cl)Br,2.1
12895,CN(C)C([CH2])O,0.1
12896,CC(PP)PP,-0.1
12897,CCCCC(O)Cl,2.1
12898,C(=NI)N,0.2
12899,C([18F])Br,1.4
12900,[C](Cl)(Cl)Cl,2.3
12901,CCC(CO)O,-0.2
12902,CNSOON,-0.4
12903,CC(C)CCCl,2.5
12904,CCN=NI,1.6
12905,C[C@H](N)SI,1.3
12906,CC[C@H](C)SNC,1.6
12907,C1[13CH](O1)CCl,0.5
12908,CP(C)SC,0.4
12909,CNSSC,0.7
12910,C(C[18F])OCl,1.2
12911,C(F)(S)(Br)Br,2.6
12912,CC(C)(C)OI,1.9
12913,CCNCCOF,0.6
12914,C[C@H](CN)S,0.0
12915,[2H]C1=CC=C(N=C1[2H])[2H],0.7
12916,[2H]C([2H])S(=O)C,-0.6
12917,CC(N(C)O)O,-0.4
12918,C=CCPO,0.1
12919,CN(N=C)I,2.7
12920,CCSCCCCBr,2.7
12921,CCOCCOC[CH],0.7
12922,CC(C)[CH+]C(C)C,3.4
12923,COC(CF)F,0.9
12924,C[C@@H](CCCl)S,1.9
12925,C[C@@H](CCCN)O,-0.3
12926,CC(CS)OC,0.8
12927,CN(PC)I,0.5
12928,CCS/C=C/C,2.0
12929,CP1CCCC1,0.4
12930,CCCCCN[O-],1.0
12931,CCOC[C]=O,0.0
12932,C[S+](C)CF,1.3
12933,C(O)(Cl)(Cl)Br,1.7
12934,[2H]C([2H])(CCCCC([2H])([2H])Br)Br,3.2
12935,C(C[NH3+])CBr,0.4
12936,CCOC(C)F,1.3
12937,C[C@@H]1CCS1,1.4
12938,[2H]C1(CC(C1)Cl)[2H],1.7
12939,C(N)O[I-]CS,0.5
12940,CCCBr,2.1
12941,C(CCP)CNN,-0.6
12942,[2H]CC([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])N([2H])[2H],2.1
12943,CC(CCN)S,0.4
12944,[2H]C([2H])([2H])C([2H])(C([2H])([2H])N)O,-1.0
12945,CCCNNNCC,0.6
12946,CC(N(F)F)F,1.3
12947,COC(OC)P,-0.1
12948,CCC(C)CCC[CH],4.3
12949,C[C@@H](CN)Br,0.5
12950,C(CC(N)N)CO,-1.5
12951,CC[NH+](C)CC,1.0
12952,C(C(CO)[O-])O,-0.6
12953,C1[C](O1)CBr,0.8
12954,C/C=C/CI,2.3
12955,CCSC(C)F,2.1
12956,C1C(P1)Cl,0.4
12957,C[C@H](CSC)N,0.4
12958,[2H]C([2H])(C([2H])([2H])S)O,-0.2
12959,CCCCCBr,3.4
12960,CI(PCN)I,1.3
12961,CN(C)C(S)[S-],1.1
12962,CCOOCCF,0.8
12963,CCCNNCC,0.8
12964,CCC[S+](C)CCC,2.7
12965,CCNCBr,1.0
12966,C=COCCS,1.1
12967,C1SSSSS1,2.1
12968,CCC=CI,2.4
12969,C[C@@H](CCN)N,-0.9
12970,C(N)P(CN)CN,-2.6
12971,CCC[C-](C)CC,3.7
12972,CC(C)NCCI,1.7
12973,CCCOCOC,0.9
12974,[2H]C1(CCCC(C1)([2H])[2H])[2H],3.4
12975,C1C[CH]CNC1,0.8
12976,CONNNN,-1.4
12977,C/C=C/CC[CH2],2.6
12978,C1=COOON1,1.8
12979,C(CCl)ON,-0.1
12980,C(CF)CBr,1.7
12981,[2H]CCC(=S)C,1.0
12982,C(CCI)CN,1.3
12983,C(C(N)S)N,-1.2
12984,C1[NH2+]CSS1,0.4
12985,C(/C=C/CF)F,1.2
12986,[2H]C([2H])([2H])C([2H])([2H])C(CN)N,-0.7
12987,[3H]CSBr,1.4
12988,CCOCCOCl,1.1
12989,CCOP(C)[O-],-0.2
12990,CCC(CCO)O,0.2
12991,C=NOCCN,0.9
12992,C=[NH+]P=S,2.6
12993,[CH2]/C=C/CBr,1.9
12994,C(C(CF)Br)F,1.7
12995,CCCNC(C)[CH2+],1.5
12996,C(COCC[NH])N,-1.8
12997,CC(C)SCCCl,2.3
12998,C(CSCCCl)F,1.8
12999,C[N-]CCCN,-0.8
13000,C(COCCP)N,-1.2
13001,CCP(C)Cl,1.1
13002,CNPCP,-0.5
13003,CCCCSCCC,3.0
13004,CSCCP,0.6
13005,CSCCCCI,2.9
13006,CC(C)SC[CH2],2.0
13007,CC[C@@H](CBr)O,1.3
13008,[2H]C([2H])([2H])C([2H])(OC([2H])([2H])[2H])OC([2H])([2H])[2H],0.5
13009,CCC/C=C/Cl,2.7
13010,CC(C(C)Cl)S,2.0
13011,[2H]C([2H])(C([2H])([2H])C([2H])([2H])I)C([2H])([2H])O,1.5
13012,[2H]/C(=C(/[2H])\Cl)/C([2H])([2H])Cl,1.7
13013,CCSCS,1.6
13014,CC(CON)F,0.1
13015,C[C@@H](CC(C)P)P,0.8
13016,CS(C)(O)Br,1.4
13017,[2H]C([2H])(C)CN(C)C,1.2
13018,CCCSCCI,2.9
13019,CCP(O)OC,-0.1
13020,CCC(CSC)N,0.9
13021,C(C(F)Br)O,0.8
13022,C1CC1NBr,0.8
13023,CCCNCON,-0.1
13024,C1COSC1,0.6
13025,C(CS)CSCS,1.9
13026,C[P+](C)(C)CO,-0.6
13027,CI=IC,2.7
13028,CC(C)[CH]CN,1.0
13029,CCP(P)P,0.0
13030,C[CH]I,2.1
13031,CCC(COO)O,-0.1
13032,CC(O)OCCO,-0.9
13033,C(N(F)F)(F)F,1.3
13034,COCCCF,0.8
13035,CC(COO)P,-0.3
13036,C(C(=N)[NH])Cl,-0.1
13037,C(=O)NNNN,-1.7
13038,C=CCCSO,1.1
13039,[2H]C=CCBr,1.8
13040,CCPCCl,1.0
13041,C1=CP=CP1,-1.2
13042,[2H]C([2H])(C(F)(F)F)O,0.4
13043,CCCSCOCC,2.1
13044,CCC(CCF)F,2.2
13045,[3H]C(C)(C)N(C)O,0.6
13046,C(=C/[S-])\[S-],0.8
13047,C(CCN)CCBr,1.1
13048,[2H]C([2H])([2H])[N+](C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H],0.3
13049,COCCO[CH2],-0.2
13050,C1=CS[NH+]=C1,1.7
13051,[2H]NCCC(C)C,1.0
13052,[3H]C(CC)CCCCF,3.9
13053,C(N(CBr)CBr)Br,2.8
13054,C1C(C1Br)Br,2.0
13055,C=CCCOI,2.0
13056,CCCSCCN,0.8
13057,CSCCOC[OH2+],0.1
13058,CC(CI)O,1.1
13059,CCC(CO)[O],-0.2
13060,CN[C@H](O)OC,-0.8
13061,CCCC[14CH2]O,1.6
13062,CNC(NC)SC,0.3
13063,C(C(F)Br)I,2.6
13064,CP(C)P=C,0.4
13065,C(ON[I-]CS)I,1.3
13066,CCCI(CC)CC,5.0
13067,C=CCSCS,1.9
13068,C(CI)NCS,1.3
13069,CCONCCF,0.6
13070,C([C@@H](C[18F])N)O,-1.0
13071,CN(C)POC,0.2
13072,C(=C\Br)\Cl,1.8
13073,CCC(CCN)F,0.9
13074,COCO[C]=C,0.8
13075,CCOOOCC,0.9
13076,C=CCOPI,1.5
13077,C(CC[13CH2]N)C[13CH2]N,-0.2
13078,CCC(C)P,1.2
13079,CCC(SCl)Cl,2.9
13080,C1[CH]C[CH]C[CH]1,3.4
13081,[3H]C([3H])(C([3H])([3H])C([3H])([3H])N)C([3H])([3H])N,-0.9
13082,C(N)(F)(F)F,0.5
13083,[2H]C([2H])([2H])CCCCC([2H])([2H])[2H],3.9
13084,[3H]C(SC)SC,1.6
13085,CNC(NC)NN,-1.5
13086,CC(C(S)S)N,0.5
13087,COP(C)S,0.5
13088,[CH](O)SS[CH]O,-0.3
13089,[2H]C([2H])(CBr)C([2H])([2H])Cl,1.9
13090,CCCN(CC)P,1.4
13091,CC(C)CN=C,2.7
13092,CC(C[CH2])OCS,1.8
13093,C[CH-]CC1CC1,3.0
13094,[3H]N(C(C)(C)C)[O],0.3
13095,CCCCCC[CH2+],4.4
13096,CC(CI)Br,2.5
13097,CCCCS,2.3
13098,C[N-]CCCCCN,-0.1
13099,CCC/C=C\N,1.4
13100,CC(C)ONI,1.0
13101,C(C(CI)F)I,2.8
13102,C(OC=O)OO,-0.4
13103,[2H]CC([2H])C([2H])C([2H])C(=C[2H])[2H],3.4
13104,CCSCSPC,1.5
13105,[2H][C@](C([2H])([2H])[2H])(C([2H])([2H])O)N,-1.0
13106,[CH2+]CCCCO,1.6
13107,[2H]C1CCCCC1[2H],3.4
13108,C(CI)OI,2.0
13109,CCCOC(Cl)Cl,2.4
13110,CCC(OCl)Cl,2.5
13111,CCC(C)CC[CH-]C,4.3
13112,COC([O-])([O-])[O-],1.5
13113,C(CO)COPO,-0.9
13114,COOOSO,0.1
13115,CCCC=CF,2.2
13116,C(CO)NP,-1.0
13117,CC(=[CH])Br,1.9
13118,[2H]C([2H])C([2H])([2H])C(F)(F)F,2.2
13119,C(COO)COI,0.6
13120,C[CH-]C(C)C=C,2.7
13121,CCCOC(C)S,1.8
13122,C=CCNSS,1.4
13123,[2H]/C(=C(\[2H])/CO)/CO,-0.8
13124,CC(C)CNC,1.1
13125,C=COCCI,1.9
13126,CCCC(I)I,3.6
13127,[2H]CCI,2.1
13128,CC(Cl)(Cl)[37Cl],2.4
13129,CC(C)C[15NH][18OH],0.6
13130,CC(C)NCCCl,1.2
13131,C1C(CN1)I,0.6
13132,C(C(CO)CO)N,-1.8
13133,C1CCCNCC1,1.2
13134,C(C(F)F)(O)O,-0.1
13135,CC(NCO)O,-0.9
13136,[CH2+]CCCC[CH-],3.9
13137,C(N)N(CN)CN,-2.3
13138,CP(C)Br,0.9
13139,CCC(C)NI,1.5
13140,C(C(O)S)Cl,0.6
13141,CCC([CH])CC,3.2
13142,CCC(C)C(C)CC,4.0
13143,C(CBr)P,0.7
13144,C(CCl)P(Cl)Cl,2.1
13145,CONOPCO,-0.8
13146,CCC(CC)CC[CH2],4.3
13147,C1CC1CCl,1.6
13148,C(CNO)CS,0.0
13149,CSCO[C]=O,0.9
13150,C[CH][C@H](C)Cl,2.3
13151,CCC([CH2])OC,1.4
13152,CCOOOSC,1.0
13153,CI(C)NPO,0.5
13154,C=C(S)S,1.4
13155,CNNCPP,-0.8
13156,CCCC(C)NN,0.7
13157,C=NCCS,1.6
13158,CC(CCCS)S,2.0
13159,CCN(C)CCl,1.3
13160,CCPN(C)C,0.5
13161,C(=NS)[NH2+][S-],0.8
13162,COCCCBr,1.2
13163,CNOP(C)O,-0.7
13164,[2H]C([2H])(F)I,1.3
13165,[2H]C(=S(C([2H])([2H])[2H])[O-])[2H],1.2
13166,C(C(S)S)(S)S,1.7
13167,CCOCCCCP,1.2
13168,[CH2-]CCCCS[CH2+],2.7
13169,CNCCBr,0.6
13170,[2H]C(CC)(CC)F,2.4
13171,CCOCOOCC,0.8
13172,CC(CCSC)S,2.0
13173,CCCOPOC,0.9
13174,CPS(C)(C)C,0.8
13175,COC(O)I,0.3
13176,C[C@@H]([C@@H](O)I)O,0.1
13177,C=NC(F)Cl,2.5
13178,C[C@@H]([C@@H](F)Br)Br,2.7
13179,CCNSC,0.6
13180,C(CS)[C@H](O)S,0.6
13181,C[C@H](N=O)I,0.7
13182,CCC[C@H](C)NC,1.5
13183,CCO[PH2+][O-],-0.2
13184,[CH2]COCCCO,0.1
13185,COPNCCCl,0.3
13186,C(CF)OCCI,1.5
13187,COCCC=[CH],1.2
13188,[CH2-]CC([CH2-])([CH2+])[CH2+],3.0
13189,C(O)SOI,0.8
13190,CC(C)(C)[S],1.5
13191,CC(C)OCBr,1.7
13192,C[P-]I,0.8
13193,C1CP(O1)O,-0.7
13194,[CH2-]CC(=[C+])Br,2.4
13195,CCSCC(F)F,2.1
13196,C=COOOO,0.4
13197,CC(CO[CH2])N,-0.4
13198,C[C@@H](N)I,0.5
13199,C(CN(Cl)Cl)CCl,1.8
13200,C(C(P)S)O,-0.3
13201,CCC(N)(N)N,-1.6
13202,CC(CCl)OC,1.1
13203,C(CCl)[OH2+],-0.1
13204,[C](C(F)(F)F)O,0.4
13205,COCCCSC,1.1
13206,CP(S)I,1.3
13207,COCNCOC,-0.3
13208,C(P=O)Cl,-0.1
13209,C(=O)OOOO,-0.3
13210,C(O)ONN=O,-0.5
13211,C(C(O)P)P,-0.9
13212,CC(CO)CP,0.0
13213,C(=O)N(S)S,0.7
13214,CSC(S)SC,2.1
13215,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C([2H])([2H])C,3.4
13216,C(O)OOOOI,0.5
13217,CC(C[CH2])NC,1.1
13218,CC(C)OCl,1.7
13219,CS[I-]CON,0.9
13220,CCCCSCCCC,3.4
13221,COC(CBr)CBr,1.7
13222,CCCC[C@H](C)Br,3.2
13223,C(NCCl)O,-0.1
13224,CC(C)CSC,2.2
13225,CC[C@H](CCO)S,1.1
13226,[2H]CCCCOCCO,0.8
13227,CCC(CBr)Br,2.7
13228,C1[CH]CSCS1,1.8
13229,C(O)OS[O-],-0.6
13230,CN[I-]S,0.6
13231,C[C@@H](CCCl)CO,1.3
13232,COSCCCN,-0.1
13233,C[C@H](CCN)F,0.4
13234,CCSCCSCC,2.3
13235,CN(C)N(I)I,1.2
13236,CSCSCCl,2.3
13237,COP(S)S,0.9
13238,[3H]CC(C[3H])(C[3H])C[3H],2.5
13239,CN(C)P(Cl)Cl,1.7
13240,C(CBr)OCBr,1.7
13241,CCN(N)Cl,0.2
13242,[CH-](C(Cl)(Cl)Cl)Cl,2.7
13243,[2H]C([2H])([2H])P(C([2H])([2H])[2H])C([2H])([2H])[2H],-0.1
13244,C[CH-]CCC(C)C,3.7
13245,C([PH+]=S)[PH+]=S,1.8
13246,C(SCl)SCl,2.4
13247,C1=CS[14CH]=C1,1.8
13248,[2H]C1C[CH][CH]C1C,3.4
13249,CCN(CC)CC[CH2],2.2
13250,C(N[NH3+])(N[NH3+])N[NH3+],-3.0
13251,CNCSCSC,1.3
13252,C(=S)(F)S,1.4
13253,[CH2]CC(CN)O,-0.4
13254,CCOOOOOO,0.1
13255,CCCSCF,2.2
13256,CCC(CN)OC,0.1
13257,C1CCC[C]CC1,4.0
13258,[2H]C(CCC)C(C)C,3.7
13259,C(CN)CN(Cl)Cl,0.3
13260,CCCCSCC,2.5
13261,C[C@H](C[C@H](C)N)N,-0.4
13262,CCCC(C[CH2])O,1.7
13263,COCCCO[CH],0.3
13264,CC[CH-]OC[CH-]C,2.0
13265,[2H]C([2H])(C(C)(C)C)Cl,2.5
13266,CN(C)CSC[CH2],1.4
13267,C(O)OCI,0.2
13268,CCCC=IC,2.0
13269,[2H][N+]([2H])([2H])CCCCC,1.5
13270,C[C@@H](CCN)Br,0.8
13271,C[I-]C=O,1.3
13272,C(CO)COCOO,-0.8
13273,CCOCNCO,-0.5
13274,CN(OC)OS,0.8
13275,CO[C](OC)OC,0.2
13276,CCC(CC)C[CH2-],3.7
13277,CCCC(OC)I,2.1
13278,COP([O-])[O-],-1.2
13279,CNCCNC,-0.6
13280,C[SH+]CCCl,1.5
13281,[2H]C([2H])(CBr)C=C,2.1
13282,CCCC([CH2+])CC,3.7
13283,CP(=O)O,-1.1
13284,C(CCl)PCl,1.3
13285,CCSCC(C)O,1.0
13286,C1ONSP1,0.0
13287,C(=S)SP,0.7
13288,[13CH2]1[13CH2]O[13CH2][13CH2]O1,-0.3
13289,[13C](Br)(Br)(Br)Br,3.4
13290,[2H]C(OC)(OC)F,0.5
13291,C=CCC[C+]O,1.0
13292,C(C(Cl)(Cl)Cl)[O],1.4
13293,CCNCCSC,0.8
13294,CC(C)C(C)C,3.4
13295,C(N=O)Br,0.4
13296,[2H]C1=[14N]C(=[14N]C(=[14N]1)[2H])[2H],0.0
13297,[C](Cl)Br,1.7
13298,[3H]OC(C)(O[3H])O[3H],-1.4
13299,CNC(S)S,0.6
13300,CSCI,1.6
13301,CC(CCCO)I,1.8
13302,C(NO)(NO)NO,-2.3
13303,C(CSSCN)N,-0.9
13304,C(NF)(F)(F)F,1.1
13305,C(CN)CSI,1.1
13306,C(O)(O)(F)F,-0.3
13307,CC[C@H](O)Br,1.4
13308,C[C](C)CC=C,2.7
13309,C(SI)I,2.5
13310,[13CH2]1[13CH2][13CH2][13CH2][13CH2][13CH2]1,3.4
13311,C1C(CC1N)N,-1.0
13312,CC(CO)O[CH],-0.2
13313,CI(C)OOS,2.4
13314,CCC[I-]C,3.2
13315,CCP1CCC1,0.4
13316,C(C(N)O)S,-0.9
13317,C(Cl)I=ICl,3.2
13318,CCOP=S,1.7
13319,COSSC,1.0
13320,CC(C)CP=C,1.7
13321,CCC(C)CO[O],1.3
13322,C[NH+]([CH2-])CCOC,0.1
13323,CSC(Br)(Br)Br,3.3
13324,C[I-]NOCI,1.4
13325,CNNC=S,-0.1
13326,[2H]C#CCI,1.5
13327,[2H]C1=NC(=NC(=N1)[2H])[2H],0.0
13328,CCC(CN)S,0.5
13329,CCCCCNNC,1.4
13330,[2H]CC(CC)CC,3.2
13331,CCCC[C@H](C)Cl,3.0
13332,COC([O])OC,-0.5
